"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"Z74MHRGX","journalArticle","2019","Bogart, Elijah; Creswell, Richard; Gerber, Georg K.","MITRE: inferring features from microbiota time-series data linked to host status","Genome Biology","","1474-760X","10.1186/s13059-019-1788-y","https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1788-y","","2019-12","2019-10-29 14:56:39","2019-10-30 12:24:04","2019-10-29 14:56:39","186","","1","20","","Genome Biol","MITRE","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key Alias: BogartMITREinferringfeatures2019","","/home/eror/Zotero/storage/2YUQPX32/Bogart et al_2019_MITRE.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"357CE6ST","journalArticle","2018","Dai, Zhenwei; Coker, Olabisi Oluwabukola; Nakatsu, Geicho; Wu, William K. K.; Zhao, Liuyang; Chen, Zigui; Chan, Francis K. L.; Kristiansen, Karsten; Sung, Joseph J. Y.; Wong, Sunny Hei; Yu, Jun","Multi-cohort analysis of colorectal cancer metagenome identified altered bacteria across populations and universal bacterial markers","Microbiome","","2049-2618","10.1186/s40168-018-0451-2","https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0451-2","","2018-12","2019-10-29 14:56:48","2019-10-30 12:24:03","2019-10-29 14:56:48","70","","1","6","","Microbiome","","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key Alias: DaiMulticohortanalysiscolorectal2018","","/home/eror/Zotero/storage/K78D9UXP/Dai et al_2018_Multi-cohort analysis of colorectal cancer metagenome identified altered.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XPQQHKJ8","journalArticle","2018","Popovic, Ana; Bourdon, Celine; Wang, Pauline W.; Guttman, David S.; Voskuijl, Wieger; Grigg, Michael E.; Bandsma, Robert H. J.; Parkinson, John","Design and application of a novel two-amplicon approach for defining eukaryotic microbiota","Microbiome","","2049-2618","10.1186/s40168-018-0612-3","https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0612-3","","2018-12","2019-10-29 14:56:52","2019-10-30 12:23:50","2019-10-29 14:56:52","228","","1","6","","Microbiome","","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key Alias: PopovicDesignapplicationnovel2018","","/home/eror/Zotero/storage/KU7IMKAM/Popovic et al_2018_Design and application of a novel two-amplicon approach for defining eukaryotic.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MY248D6H","journalArticle","2019","Westreich, Samuel T.; Ardeshir, Amir; Alkan, Zeynep; Kable, Mary E.; Korf, Ian; Lemay, Danielle G.","Fecal metatranscriptomics of macaques with idiopathic chronic diarrhea reveals altered mucin degradation and fucose utilization","Microbiome","","2049-2618","10.1186/s40168-019-0664-z","https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-019-0664-z","","2019-12","2019-10-29 14:56:56","2019-10-30 12:24:01","2019-10-29 14:56:56","41","","1","7","","Microbiome","","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key Alias: WestreichFecalmetatranscriptomicsmacaques2019","","/home/eror/Zotero/storage/NFA8GTMD/Westreich et al_2019_Fecal metatranscriptomics of macaques with idiopathic chronic diarrhea reveals.pdf","","human","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F52UZFSZ","journalArticle","2018","Mikryukov, Vladimir S.; Dulya, Olesya V.","Fungal communities in organic and mineral soil horizons in an industrially polluted boreal forest","Biodiversity","","1488-8386, 2160-0651","10.1080/14888386.2018.1500307","https://www.tandfonline.com/doi/full/10.1080/14888386.2018.1500307","","2018-10-02","2019-10-29 14:56:58","2019-10-30 12:20:10","2019-10-29 14:56:58","161-171","","3-4","19","","Biodiversity","","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key Alias: MikryukovFungalcommunitiesorganic2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ICL7S2CG","journalArticle","2018","Dhoble, Abhishek S.; Lahiri, Pratik; Bhalerao, Kaustubh D.","Machine learning analysis of microbial flow cytometry data from nanoparticles, antibiotics and carbon sources perturbed anaerobic microbiomes","Journal of Biological Engineering","","1754-1611","10.1186/s13036-018-0112-9","https://jbioleng.biomedcentral.com/articles/10.1186/s13036-018-0112-9","","2018-12","2019-10-29 14:57:02","2019-10-30 12:24:03","2019-10-29 14:57:02","19","","1","12","","J Biol Eng","","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key Alias: DhobleMachinelearninganalysis2018","","/home/eror/Zotero/storage/BJP8LDXJ/Dhoble et al_2018_Machine learning analysis of microbial flow cytometry data from nanoparticles,.pdf","","ML","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y9BDH576","journalArticle","2018","Patrone, Vania; Minuti, Andrea; Lizier, Michela; Miragoli, Francesco; Lucchini, Franco; Trevisi, Erminio; Rossi, Filippo; Callegari, Maria Luisa","Differential effects of coconut versus soy oil on gut microbiota composition and predicted metabolic function in adult mice","BMC Genomics","","1471-2164","10.1186/s12864-018-5202-z","https://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-018-5202-z","","2018-12","2019-10-29 14:57:16","2019-10-30 12:23:06","2019-10-29 14:57:16","808","","1","19","","BMC Genomics","","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key Alias: PatroneDifferentialeffectscoconut2018","","/home/eror/Zotero/storage/IDH7G4MG/Patrone et al_2018_Differential effects of coconut versus soy oil on gut microbiota composition.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZAVI6CSA","journalArticle","2016","Baxter, Nielson T.; Koumpouras, Charles C.; Rogers, Mary A. M.; Ruffin, Mack T.; Schloss, Patrick D.","DNA from fecal immunochemical test can replace stool for detection of colonic lesions using a microbiota-based model","Microbiome","","2049-2618","10.1186/s40168-016-0205-y","http://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-016-0205-y","","2016-12","2019-10-29 14:57:20","2019-10-30 12:24:05","2019-10-29 14:57:20","59","","1","4","","Microbiome","","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key Alias: BaxterDNAfecalimmunochemical2016","","/home/eror/Zotero/storage/LT5GHH8W/Baxter et al_2016_DNA from fecal immunochemical test can replace stool for detection of colonic.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y9NTWWVB","journalArticle","2016","Wu, Chong; Chen, Jun; Kim, Junghi; Pan, Wei","An adaptive association test for microbiome data","Genome Medicine","","1756-994X","10.1186/s13073-016-0302-3","http://genomemedicine.biomedcentral.com/articles/10.1186/s13073-016-0302-3","","2016-12","2019-10-29 14:57:22","2019-10-30 12:24:00","2019-10-29 14:57:22","56","","1","8","","Genome Med","","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key Alias: Wuadaptiveassociationtest2016","","/home/eror/Zotero/storage/Y5MZBRBG/Wu et al_2016_An adaptive association test for microbiome data.pdf","","human","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4PUSBEFS","journalArticle","2019","Frankel-Bricker, Jonas; Song, Michael J.; Benner, Maia J.; Schaack, Sarah","Variation in the Microbiota Associated with Daphnia magna Across Genotypes, Populations, and Temperature","Microbial Ecology","","0095-3628, 1432-184X","10.1007/s00248-019-01412-9","http://link.springer.com/10.1007/s00248-019-01412-9","","2019-08-03","2019-10-29 14:57:26","2019-10-30 12:20:03","2019-10-29 14:57:26","","","","","","Microb Ecol","","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key Alias: Frankel-BrickerVariationMicrobiotaAssociated2019a","","/home/eror/Zotero/storage/J8MCQIZ5/Frankel-Bricker et al_2019_Variation in the Microbiota Associated with Daphnia magna Across Genotypes,.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RVHEFJWC","journalArticle","2018","the ENPADASI consortium; Vitali, Francesco; Lombardo, Rosario; Rivero, Damariz; Mattivi, Fulvio; Franceschi, Pietro; Bordoni, Alessandra; Trimigno, Alessia; Capozzi, Francesco; Felici, Giovanni; Taglino, Francesco; Miglietta, Franco; De Cock, Nathalie; Lachat, Carl; De Baets, Bernard; De Tré, Guy; Pinart, Mariona; Nimptsch, Katharina; Pischon, Tobias; Bouwman, Jildau; Cavalieri, Duccio","ONS: an ontology for a standardized description of interventions and observational studies in nutrition","Genes & Nutrition","","1555-8932, 1865-3499","10.1186/s12263-018-0601-y","https://genesandnutrition.biomedcentral.com/articles/10.1186/s12263-018-0601-y","","2018-12","2019-10-29 14:57:29","2019-10-30 12:23:22","2019-10-29 14:57:29","12","","1","13","","Genes Nutr","ONS","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key Alias: theENPADASIconsortiumONSontologystandardized2018","","/home/eror/Zotero/storage/389AIF6M/the ENPADASI consortium et al_2018_ONS.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DDR5DL8W","journalArticle","2019","Grantham, Neal S.; Guan, Yawen; Reich, Brian J.; Borer, Elizabeth T.; Gross, Kevin","MIMIX: A Bayesian Mixed-Effects Model for Microbiome Data From Designed Experiments","Journal of the American Statistical Association","","0162-1459, 1537-274X","10.1080/01621459.2019.1626242","https://www.tandfonline.com/doi/full/10.1080/01621459.2019.1626242","","2019-07-05","2019-10-29 14:57:31","2019-10-30 12:20:04","2019-10-29 14:57:31","1-16","","","","","Journal of the American Statistical Association","MIMIX","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key Alias: GranthamMIMIXBayesianMixedEffects2019","","/home/eror/Zotero/storage/CRTWXBJG/Grantham et al_2019_MIMIX.pdf","","ML","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ADKVDLW3","journalArticle","2018","O’Dwyer, David N.; Zhou, Xiaofeng; Wilke, Carol A.; Xia, Meng; Falkowski, Nicole R.; Norman, Katy C.; Arnold, Kelly B.; Huffnagle, Gary B.; Murray, Susan; Erb-Downward, John R.; Yanik, Gregory A.; Moore, Bethany B.; Dickson, Robert P.","Lung Dysbiosis, Inflammation, and Injury in Hematopoietic Cell Transplantation","American Journal of Respiratory and Critical Care Medicine","","1073-449X, 1535-4970","10.1164/rccm.201712-2456OC","https://www.atsjournals.org/doi/10.1164/rccm.201712-2456OC","","2018-11-15","2019-10-29 14:57:44","2019-10-30 12:23:30","2019-10-29 14:57:44","1312-1321","","10","198","","Am J Respir Crit Care Med","","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key Alias: ODwyerLungDysbiosisInflammation2018","","","","human","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3T7CXIYU","journalArticle","2018","Hannigan, Geoffrey D.; Duhaime, Melissa B.; Koutra, Danai; Schloss, Patrick D.","Biogeography and environmental conditions shape bacteriophage-bacteria networks across the human microbiome","PLOS Computational Biology","","1553-7358","10.1371/journal.pcbi.1006099","https://dx.plos.org/10.1371/journal.pcbi.1006099","","2018-04-18","2019-10-29 14:57:52","2019-10-30 12:30:38","2019-10-29 14:57:52","e1006099","","4","14","","PLoS Comput Biol","","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key Alias: HanniganBiogeographyenvironmentalconditions2018","","/home/eror/Zotero/storage/5KIFPZB5/Hannigan et al_2018_Biogeography and environmental conditions shape bacteriophage-bacteria networks.pdf","","human","","Segata, Nicola","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"25VT2HVY","journalArticle","2015","Zhang, Chao; Cleveland, Kyle; Schnoll-Sussman, Felice; McClure, Bridget; Bigg, Michelle; Thakkar, Prashant; Schultz, Nikolaus; Shah, Manish A.; Betel, Doron","Identification of low abundance microbiome in clinical samples using whole genome sequencing","Genome Biology","","1474-760X","10.1186/s13059-015-0821-z","https://genomebiology.biomedcentral.com/articles/10.1186/s13059-015-0821-z","","2015-12","2019-10-29 14:58:01","2019-10-30 12:23:58","2019-10-29 14:58:01","265","","1","16","","Genome Biol","","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key Alias: ZhangIdentificationlowabundance2015","","/home/eror/Zotero/storage/CV936QLH/Zhang et al_2015_Identification of low abundance microbiome in clinical samples using whole.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
